Español,Palabra,ID Audio,Inicio (sg),Fin (sg),Lengua,Transcriptorx,Herramienta,Tanda,Repositorio,Código,Cita Audio,Cita Bibliográfica,Consultante,Original_audiopath,Recorte_path
hombre,,2010_08_25_E_AG_103,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166451",Ernestina,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_25E/2010_08_25_E_AG_103.wav,"../pict-glotales/assets/audio/20100825E103_E:_xabanche_ka_nivacle_E:_Veo_un_hombre,_que_se_va._Ya_es_pasado._La_persona_no_es_conocida._“Yo_le_vi_a_un_senor_que_paso_ahi”.wav"
hombre,,2010_08_17_FR_AG_117,,,nivacle,AG,Word,2023-08,DILA inv,Gu2010,Gutiérrez_2010,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166451",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2010/2010_08_28DonFelix/2010_08_28_FR_AG_117.wav,../pict-glotales/assets/audio/20100817FR117_hijo_del_hombre.wav
hombre,xa niβak͡le xo̰mxomʔin naβa naɬus,2011_07_11_FR_AG_103,,,nivacle,AG,Word,2023-08,DILA inv,Gu2011,Gutiérrez_2011,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166451",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2011/FR11Julio2011/2011_07_11_FR_AG_103.wav,../pict-glotales/assets/audio/20110711FR103_cada_dia_el_hombre_se_puso_serio.wav
hombre,xa niβak͡le ninta̰nʃan,2011_07_12_FR_AG_121,,,nivacle,AG,Word,2023-08,DILA inv,Gu2011,Gutiérrez_2011,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166451",Félix Ramírez,,../pict-glotales/assets/audio/20110712FR121_el_hombre_no_esta_cerca_de_su_casa/nunca_va_de_su_casa.wav
hombre,kaβʦux,2012_03_16_TS_AG_101,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166451",Teresita Sánchez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/20120417/TS17abril2012/20120417_TS_AG_101.wav,../pict-glotales/assets/audio/20120316TS101_pariente_hombre.wav
hombre,xa niβak͡le taɬkṵj,2012_03_16_FR_AG_018,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166451",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_018.wav,../pict-glotales/assets/audio/20120316FR018_el_hombre_lleva_carga.wav
hombre,,2012_03_09_FR_AG_094,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166451",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_094.wav,../pict-glotales/assets/audio/20120309FR094_los_hombres_se_sentaban_a_tomar_chicha.wav
hombre,niʧʼijiʧ niʧʼakʃane,2012_03_17_FR_AG_027,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166451",Félix Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/FR13marzo2012/20120313_FR_AG_027.wav,../pict-glotales/assets/audio/20120317FR027_joven_(hombre)_jovenes.wav
hombre,nekxɑ̰k nɑkteʧ βɑkxa̰j,2012_05_03_GR_AG_010,,,nivacle,AG,Word,2023-08,DILA inv,Gu2012,Gutiérrez_2012,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166451",Graciano Ramírez,DILA/Nivacle/Audios-TCFiladelfia/TCFiladelfiaAudios2012/GR04mayo2012/20120504_GR_AG_010.wav,../pict-glotales/assets/audio/20120503GR010_niño_7_a_13_año_hombre_que_tiene_hijo.wav
hombre,ɬk͡lɑʔwatxop paɬk͡lɑjxajaʃ,2017_04_06_FR_AG_058 (038),,,nivacle,AG,Word,2023-08,DILA inv,Gu2017,Gutiérrez_2017,"Gutiérrez, Analía (2015). Segmental and prosodic complexity in Nivaĉle : laryngeals, laterals, and metathesis. Tesis doctoral.Vancouver: University of British Columbia. Retrieved from https://open.library.ubc.ca/collections/ubctheses/24/items/1.0166451",Félix Ramírez,,"../pict-glotales/assets/audio/20170406FR058 (038)_vestimenta_que_se_pone_en_la_cintura,_como_un_cinto_de_tela_para_el_baile_de_noche,_solamente_los_hombres_lo_usaban_en_el_tiempo_pasado.wav"
